Player,Pos,G,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%
Rasual Butler,SF,45,0.432,0.7,10,5.3,6.6,0.8,1.5,9.7,20
Qyntel Woods,SF,62,0.122,8.2,15.8,12,11.5,1.7,1.6,16.5,22.2
Zaza Pachulia,C,59,0,11.5,18.3,14.9,3.1,1.7,1.3,13.7,16.9
Lindsey Hunter,SG,33,0.35,2.3,9.3,5.9,20.7,3.2,0.7,18.8,12.8
Jason Hart,PG,53,0.057,1.7,11.5,6.7,20.1,2.3,0.6,14,14.5
Avery Johnson,PG,46,0.015,0.5,5.3,2.9,29.1,2.2,0.3,17.9,20.6
Amal McCaskill,C,59,0.009,9,15.6,12.3,5.2,1,2.5,16.2,11.4
Devin Brown,SG,58,0.071,6.9,16.2,11.6,9,1.3,0.5,14.3,19.7
Danny Fortson,C,56,0,19.3,24.3,21.8,2,1,1.3,17.1,15.2
Wally Szczerbiak,SF,28,0.195,4.7,11.2,8.1,8.9,1,0.1,9.6,22.1
Malik Allen,PF,45,0,7.9,14.7,11.3,4.7,1.1,3.6,11.3,18.3
Troy Murphy,PF,28,0.07,8.8,23.2,16,6,1.1,2,10.9,23.6
Marc Jackson,PF,22,0.006,8.9,15.8,12.4,5.4,1.1,0.8,10.4,18.1
Sean Rooks,C,55,0.007,4.5,14.3,9.3,7.7,1.3,1.3,11.6,14.5
Ansu Sesay,SF,57,0.118,8.8,9.8,9.3,5.4,1.7,2.6,10.4,17.6
Mark Jackson,PG,42,0.41,2.2,11.7,7.2,32.8,1.6,0.1,31.1,14.1
Adonal Foyle,C,44,0,10.6,22.3,16.4,4.8,0.6,5.8,12.6,13.4
Erick Strickland,PG,43,0.337,2.6,11.5,7.1,25.7,2.4,0.3,19.8,21.6
Žarko Čabarkapa,PF,49,0.162,5.2,14.7,9.9,11.6,0.9,1.7,19.7,21.7
Mitchell Butler,SG,41,0.242,4.7,9.8,7.2,9.7,2.1,0.5,15.1,12.7
Scott Padgett,PF,58,0.389,10.5,19.1,15,7.6,1.2,1.8,10.8,17.7
Jason Collier,C,20,0.024,7.6,15.4,11.5,5.5,1.1,1.5,13.3,19.5
Jake Tsakalidis,C,40,0,7.8,19.5,13.6,5.5,0.9,3,12.6,15.5
Scott Williams,C,43,0.016,8,20.2,14,5.1,2,2.3,7.5,18.1
Lamond Murray,SF,33,0.279,3.1,17,10,10.4,1.6,1,14.2,25.1
Boštjan Nachbar,SF,45,0.477,1.9,13.5,8,9.8,1.5,2.1,13.7,15.5
Ron Mercer,SG,39,0.033,2.2,8.3,5.3,7.8,1.5,0.7,10.6,21.9
Melvin Ely,PF,42,0.007,10.6,11.9,11.3,7.4,0.9,2.4,10.4,16.6
Tony Delk,SG,33,0.359,3.3,9.4,6.3,7.8,2.7,1,7.7,19
Travis Hansen,SF,41,0.231,6.8,8.8,7.8,6,1,1.3,9.6,14.1
Oliver Miller,C,48,0.01,11,18,14.7,10.7,2,3.7,23.1,13.3
Loren Woods,C,38,0,14.8,16.1,15.4,3.3,1.2,3,17.8,13.6
Troy Hudson,PG,29,0.372,1,6.7,4,22.9,0.8,0,13.3,23.9
Mike Sweetney,PF,42,0.007,16.1,20.5,18.3,4.8,2,1.8,16.2,18.6
Darvin Ham,SF,54,0.027,11.4,10.8,11.1,5.3,1.5,1.3,25.5,11.7
Jannero Pargo,PG,31,0.312,1.8,6.9,4.3,27.2,1.4,0.9,18.2,24.3
Zoran Planinić,SG,49,0.248,3.5,10.2,6.9,23.9,1.5,0.5,18.8,19
Zendon Hamilton,C,46,0,12.3,23.9,18.2,4.8,0.9,1.3,16.4,16.3
Richie Frahm,SF,54,0.662,3,11,7,8.4,1.8,0.6,4.4,15.5
Vladimir Stepania,C,42,0,13.2,19.5,16.4,8.1,1.4,2.5,13.8,14.4
J.R. Bremer,PG,36,0.468,2.3,6.7,4.5,18.1,2.1,0.6,12.6,19.4
Brian Cook,C,35,0.035,7.8,18.2,12.9,7.4,1.9,2.7,10,17.3
Brandon Armstrong,SG,56,0.297,3.3,8.4,5.8,5.7,1.5,0.4,12,21.7
Jason Kapono,SF,41,0.341,4.9,9.3,7.1,5.3,1.6,0.3,13.1,16.8
Samaki Walker,PF,33,0.02,11.6,19.7,15.6,2.4,1.2,2.1,11.2,15
Jérôme Moïso,PF,35,0.012,11.3,20,15.6,3.4,2.3,2.1,19.9,14.6
Scottie Pippen,SF,23,0.343,5.2,13.1,9,21,2.7,1.6,16,19.6
Rick Brunson,PG,40,0.219,2.3,7.6,4.9,32.8,3.2,0.5,21.8,16.5
Brandon Hunter,PF,36,0.026,14.4,18.8,16.6,7.9,1.6,0.2,14,17.6
Mikki Moore,C,32,0,9,17.5,13.2,8.7,1,2.8,16.1,16.1
Ryan Bowen,PF,52,0,11.1,14,12.5,6.4,2.4,2.9,9.3,7.2
Keith McLeod,PG,33,0.122,1.5,8,5,21.6,2.2,0.2,22.3,15.7
Kevin Willis,C,48,0.007,11.2,18.1,14.7,5.5,3,1.8,16.1,24.7
Jumaine Jones,SG,42,0.458,7.5,13.2,10.4,5.9,1.7,1.9,15.2,15.2
John Wallace,SF,37,0.09,3.8,15.1,9.3,7.2,0.7,1.7,12.9,23.9
Mamadou N'Diaye,C,28,0,13.4,21.1,17.3,0,1.2,5,15.9,14
Reece Gaines,PG,38,0.116,2.4,9.9,6.1,16.6,1.6,0.4,15.7,14.3
Joel Przybilla,C,17,0,10.5,25.5,18.1,2.9,0.8,3.6,22,10.7
Gerald Wallace,SF,37,0.022,12.1,12.8,12.4,8.2,2.1,2.9,7.4,14.4
Raef LaFrentz,C,17,0.323,10.7,16.8,13.8,13.4,1.3,3.1,7.8,19.5
Roger Mason,SG,26,0.398,0.3,10.6,5.4,14,1.8,1.3,15.7,18.7
Nikoloz Tskitishvili,PF,39,0.09,8.7,14.6,11.6,5.2,1,1.8,11.2,21.7
Dan Dickau,PG,43,0.306,2.8,7.4,5.1,21.8,3.1,0,20,20.6
Britton Johnsen,C,20,0.203,5.7,12,8.8,6.1,1.3,0.2,17.5,12.5
DerMarr Johnson,SF,21,0.371,2,13.5,7.8,6.4,1.5,1.8,12.6,20.5
Željko Rebrača,C,24,0,9.9,14.6,12.2,4,1,3,15.9,18.2
Jonathan Bender,SF,21,0.208,3.9,13.7,8.7,6.5,1,3.1,20.7,27.8
Marcus Haislip,PF,31,0.027,9.1,13.8,11.4,2.5,1.2,3.3,9.4,16.4
Glen Rice,SF,18,0.368,3.9,14,8.9,14.6,1.2,0,13.5,16.3
Tremaine Fowlkes,SF,36,0.167,8.1,15.3,11.7,8.4,1.9,0.9,17.7,12.2
Curtis Borchardt,C,16,0.018,6.2,20,13,9.8,0.9,4.6,22,14.8
Robert Archibald,PF,32,0,9.4,14,11.7,7.9,3,0.9,17.7,10.7
Maciej Lampe,C,21,0.045,4.6,17.9,11.2,7.2,0.7,1,13.8,21.9
Robert Pack,PG,26,0,2.1,7.5,4.8,20,2.9,0.4,22.7,15.1
Alonzo Mourning,C,12,0,4.4,10.4,7.4,6.6,0.5,2.2,10.4,20.9
Chris Jefferies,SF,21,0.583,2.7,13.8,8.1,7.1,1.1,2.6,19,23
Chris Whitney,PG,16,0.4,1.8,7.4,4.5,12.5,1.7,0.8,11.3,12.6
Theron Smith,SF,20,0.279,8.2,18,13,6,1.5,2,23.1,15.3
Ben Handlogten,C,17,0,15.6,24.2,19.8,6.5,1,2,14.5,18.6
Darrick Martin,PG,16,0.388,1.4,3.2,2.3,20.5,0.6,0.4,9,21.4
Bimbo Coles,PG,22,0,1.4,5.5,3.4,14.2,1,0,19.7,12.6
Jabari Smith,C,31,0.043,7.6,13.2,10.5,10.4,0.6,2.5,8.2,23.1
Tamar Slay,SG,22,0.2,7.2,10.7,8.9,14.5,2.3,0.5,14.3,21.9
Jamison Brewer,PG,13,0.4,1.5,6.7,4.1,17.3,2.4,0,21,14.1
Darko Miličić,C,34,0.015,8.1,22.9,15.6,7.5,2.4,7.2,14.7,26
Eddie Gill,PG,22,0.222,3.1,9.8,6.4,16.2,3.2,0.5,21.1,17.1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
